corp_nm,corp_gbn,prdct,addr,lon,lat
소야 영농조합법인,중소기업,한우 양념육,전라북도 완주군 구이면 원기리 705번지,127.1113049,35.7301061
솔라테크,중소기업,철제보빈 및 구조용 금속제품,전라북도 완주군 봉동읍 구암리 823,127.1038609,35.95384135
송화양조사,중소기업,민속주,전라북도 완주군 구이면 계곡리 64-1번지,127.1212369,35.6980245
슈퍼바이오,중소기업,웰빙환제품,전라북도 완주군 구이면 백여리 874-9번지,127.0990782,35.6418013
스쿨디자인(유),중소기업,사무용가구/파티션/학교가구/책걸상등,전라북도 완주군 상관면 죽림리 307-8번지,127.2210542,35.74453295
신우산업주식회사,중소기업,수도미터/ 밸브류,전라북도 완주군 봉동읍 장구리 578-3 신우산업(주),127.1217691,35.97341438
신평산업(주),중소기업,칵핏모듈,전라북도 완주군 봉동읍 장구리 583-6 신평산업,127.117625,35.96837745
신화케미칼(주),중소기업,스치로폼,전라북도 완주군 비봉면 소농리 709-5번지,127.1462329,35.99898764
씨제이원,중소기업,버스/트럭 차체부품,전라북도 완주군 봉동읍 용암리 850-2번지,127.1325413,35.93717656
씨피에스(주),중소기업,전도성 페이스트,"전라북도 완주군 봉동읍 둔산리 864-1번지 (재)전북테크노파크 전북과학기술진흥센터 연구동 112호, 115호",127.1202844,35.96517848
아데카코리아(주)전주제2공장,중소기업,플라스틱 산화방지제 외,전라북도 완주군 봉동읍 둔산리 942번지,127.119877,35.95467278
아이디온,중소기업,BASE ASSEMBLY,전라북도 완주군 봉동읍 둔산리 924-4번지 은신BS&T 아이디온,127.1325283,35.95568031
아트부엌가구,중소기업,씽크대,전라북도 완주군 용진읍 상삼리 685-7번지,127.1742877,35.86141813
알앤더스(주),중소기업,BUS FLOOR/ SIDE,전라북도 완주군 봉동읍 용암리 764-1번지,127.1404285,35.95384623
알에스그린,중소기업,식재 게비온 판넬,전라북도 완주군 봉동읍 은하리 897번지,127.1531473,35.96185846
알에스티,중소기업,엘이디 조명 등,전라북도 완주군 봉동읍 둔산리 864-1번지 전북과학연구소 창조관 341~344,127.1202844,35.96517848
알에스티,중소기업,의료용센서/ LED/ 철재가공품,전라북도 완주군 삼례읍 수계리 1358,127.1195933,35.93734219
알피엠 모터스,중소기업,캠핑카,전라북도 완주군 소양면 화심리 575-1,127.2662263,35.84663677
애뜰농원,중소기업,장류/ 기름,전라북도 완주군 봉동읍 구암리 580-8번지,127.1053377,35.94364505
어깨동무복지재단(행복한집),중소기업,김치류,전라북도 완주군 비봉면 내월리 836-9 번지,127.1232361,36.02919488
어의당주식회사,중소기업,매실액기스,전라북도 완주군 상관면 용암리 344 번지,127.2355288,35.71726013
에너에버배터리솔루션(주),중소기업,2차전지 분리막 필름,전라북도 완주군 봉동읍 장구리 648,127.106334,35.97006582
에스에이치테크,중소기업,금형 및 치공구,전라북도 완주군 봉동읍 둔산리 931-7번지,127.1187624,35.95741906
에스엔에이테크,중소기업,특장차 부품,전라북도 완주군 봉동읍 장구리 584-5,127.1159638,35.96594302
에어공조 주식회사,중소기업,공기순환기,전라북도 완주군 용진읍 신지리 1197-7,127.1721392,35.91903493
에이드토낭,중소기업,플라스틱 포대,전라북도 완주군 소양면 해월리 518-1번지 3동,127.2545084,35.85792016
에이치디씨아이콘트롤스(주),중소기업,철도용 승강장 스크린 도어,전라북도 완주군 봉동읍 둔산리 948-2번지 (조립동),127.1235962,35.95491892
엔앤씨광고인쇄,중소기업,간판 및 광고물/ LED광고판/ 현수막 등,전라북도 완주군 봉동읍 성덕리 479-2번지,127.1487142,35.93278577
엘에스엠트론 주식회사,중소기업,농업용기계,전라북도 완주군 봉동읍 용암리 836,127.1409473,35.94299711
엘에이치이,중소기업,가공소금,전라북도 완주군 이서면 이문리 711 전북대학교창업보육3센터 1동 102호,127.0143447,35.82182536
엠테크정밀(주),중소기업,사출기부품,전라북도 완주군 봉동읍 둔산리 868-8번지,127.1155994,35.95996725
엠프코(주),중소기업,자동차부품,전라북도 완주군 봉동읍 둔산리 951-2번지,127.1258914,35.95010292
영농조합법인 농부의꿈,중소기업,당조고추 액상차/ 덕음차,전라북도 완주군 구이면 백여리 496번지,127.1018034,35.64194296
영농조합법인 농심,중소기업,비료 및 식생기반재,전라북도 완주군 비봉면 백도리 353번지,127.1741822,35.99277082
영농조합법인 동상면사람들,중소기업,감식초/ 감잎차,전라북도 완주군 동상면 수만리 403-3번지,127.2740722,35.92352423
영농조합법인 완주봉상생강조합,중소기업,생강편강,전라북도 완주군 고산면 양야리 772-5번지,127.1986507,35.95328146
영동기업,중소기업,자동차 차체 및 부품,전라북도 완주군 봉동읍 둔산리 926-11번지,127.1292964,35.95832429
영진약품(주),중소기업,항생제(원료의약품),전라북도 완주군 봉동읍 용암리 817번지,127.1187865,35.9459659
오제이씨(주)전주공장,중소기업,공관(CAN),전라북도 완주군 봉동읍 용암리 794번지,127.1411836,35.9460844
온고을 팜협동조합,중소기업,콩담고 등,전라북도 완주군 이서면 이문리 711번지 전북대학교창업보육3센터 제1동 210호,127.0143447,35.82182536
온고을퍼니처,중소기업,주방가구(씽크대)/ 일반가구(붙박이가구/ 신발장/ 수납장/ 장식장 등),전라북도 완주군 용진읍 용흥리 401-15,127.173911,35.89146224
온도테크,중소기업,3D프린터/ 그외 기타 플라스틱 제품,전라북도 완주군 삼례읍 후정리 490번지 우석대학교 705호(우석대학교 대학본부),127.0658403,35.91216345
온신정식품,중소기업,온신정 포기김치,전라북도 완주군 이서면은교리 은교리381-5,127.0223965,35.81377136
온정원,중소기업,구운 김,전라북도 완주군 용진읍 간중리 263번지 (간중리 263),127.1926905,35.8953934
와이엠이엔지,중소기업,에어컨케이스,전라북도 완주군 비봉면 내월리 802-3번지,127.1323951,36.02663257
완주금속시설물협동조합,중소기업,조명(경관)/ 등기구/ 광고물,전라북도 완주군 삼례읍 수계리 1401,127.1156024,35.93898718
완주로컬푸드과실생산자협동조합,중소기업,잼/젤라또.주스,전라북도 완주군 봉동읍 율소리 618번지,127.1731429,35.95569862
완주영농조합법인,중소기업,쌀,전라북도 완주군 용진읍 용흥리 751-6 번지,127.1608717,35.88905624
용안이엔지,중소기업,금속문/ 창 등,전라북도 완주군 삼례읍 하리 492번지,127.0959463,35.90221034
우리별광학,중소기업,천체망원경/ 적도의 관련 제품,전라북도 완주군 동상면 신월리 857-1번지,127.3490504,35.92924522
우석대학교산학협력단,중소기업,임대 및 연구개발,전라북도 완주군 봉동읍 둔산리 864-9번지,127.1192336,35.96483859
원창엔지니어링,중소기업,금속탱크,전라북도 완주군 이서면 남계리 720-7번지,127.0174286,35.84747531
원테크,중소기업,압출금형,전라북도 완주군 봉동읍 구암리 120-7번지,127.1161233,35.94700574
유니레즈(주),중소기업,LED package/ 마스크,전라북도 완주군 봉동읍 용암리 825-2번지,127.1307764,35.94341509
유복전기(주),중소기업,수배전함,전라북도 완주군 봉동읍 은하리 261,127.1513283,35.95137647
유빈펄프,중소기업,화장지,전라북도 완주군 소양면 신교리 83-7번지,127.2023029,35.85489341
유진바이오,중소기업,보조사료/ 탈취제,전라북도 완주군 이서면 이문리 711-0 전북대학교창업보육3센터,127.0143447,35.82182536
유한회사 가나안셔터,중소기업,철재 방화셔터/ 스크린 방화셔터/ A/L 셔터,전라북도 완주군 용진읍 구억리 786-9,127.1593355,35.87461683
유한회사 거성,중소기업,금형/ 자동차부품/ 구조물,전라북도 완주군 봉동읍 장구리 582-12,127.1134007,35.97259561
유한회사 고려닥트,중소기업,사각/ 원형 닥트,전라북도 완주군 이서면 이성리 481-8번지,127.0473434,35.80326045
유한회사 만들기대장,중소기업,미술교구,전라북도 완주군 소양면 신교리 83-21,127.202885,35.85489576
유한회사 무공테크,중소기업,창호금속/ 농기계 쟁기,전라북도 완주군 삼례읍 수계리 1406-1,127.1166263,35.9368588
유한회사 보광산업,중소기업,캠피스 가공품,전라북도 완주군 봉동읍 장구리 581-1,127.1139208,35.97431954
유한회사 블루테크,중소기업,자동차 부품/ 태양광 부품,전라북도 완주군 봉동읍 둔산리 868-15,127.1155329,35.95877318
유한회사 비츠,중소기업,영상감시장치/ 금속기둥 등,전라북도 완주군 용진읍 상삼리 587-2,127.1819564,35.8635677
유한회사 상관철망,중소기업,철망,전라북도 완주군 상관면 신리 527-1번지,127.2049548,35.77405392
유한회사 스쿨버스네트웍,중소기업,특장차제조,전라북도 완주군 봉동읍 용암리 326번지,127.1425299,35.94939198
유한회사 아인창호산업,중소기업,금속재 창호/ 금속재 문,전라북도 완주군 용진읍 구억리 854번지,127.1648561,35.86947368
유한회사 이지스건설,중소기업,드레인바/ 수문/ 스테인레스물탱크/ 오수/ 하수관,전라북도 완주군 소양면 해월리 377-1번지,127.251307,35.86805859
유한회사 이지이엔지,중소기업,이동식 주택,전라북도 완주군 삼례읍 하리 107-1,127.1071778,35.90702198
유한회사 인성기업,중소기업,자동차 부품,전라북도 완주군 봉동읍 둔산리 926-14번지,127.1278752,35.95697711
유한회사 제이제이글라스,중소기업,복층유리,전라북도 완주군 이서면 상개리 54-17번지,127.0459884,35.82240297
유한회사 제이케이,중소기업,3차원 프린터,전라북도 완주군 삼례읍 후정리 490,127.0658403,35.91216345
유한회사 케이에스목재,중소기업,건축용 나무제품,전라북도 완주군 소양면 신교리 109,127.1991511,35.85474032
유한회사 크로스셋,중소기업,목재조형물가공/ 놀이시설/ 전시형모형/ 금속가공제품/ 석재이외제품 및 석재제품,전라북도 완주군 상관면 죽림리 480-28,127.2255432,35.73318483
유한회사 풍경아트,중소기업,조경시설물/ 퍼걸러/ 옥외용벤치 등,전라북도 완주군 용진읍 구억리 518번지,127.1652761,35.86641281
유한회사 화진산업,중소기업,직물포대,전라북도 완주군 상관면 신리 659,127.2101394,35.76770204
유한회사 후광,중소기업,종이상자,전라북도 완주군 소양면 해월리 505-3번지,127.2537161,35.85994064
유한회사 후광,중소기업,옵셋인쇄물/ 골판지박스,전라북도 완주군 소양면 해월리 505-6번지,127.2531119,35.85998761
유한회사고려이엔지,중소기업,목재깔판,전라북도 완주군 이서면 은교리 325-1번지,127.0235955,35.81374472
윤도정공장,중소기업,쌀/ 현미,전라북도 완주군 삼례읍 해전리 1126-1번지,127.0559272,35.90463666
율천공업(주),중소기업,자동차부품,전라북도 완주군 봉동읍 장구리 583-5번지,127.1174938,35.96923817
이엠티(E.M.T),중소기업,가공치구제작 및 기계제작,전라북도 완주군 봉동읍 둔산리 948-6번지,127.1233062,35.9503548
이오산업,중소기업,박스/ 커버 및 농기계,전라북도 완주군 봉동읍 장구리 584-5,127.1159638,35.96594302
이화산업,중소기업,MDF판넬,전라북도 완주군 이서면 은교리 617-1번지,127.0118322,35.81892943
인문사,중소기업,인쇄물,전라북도 완주군 용진읍 상운리 238-1번지,127.1556633,35.88518061
인코테크,중소기업,자동차부품/ 농기계부품,전라북도 완주군 삼례읍 수계리 1360,127.1195923,35.93677558
인트리협동조합,중소기업,목재 가공품,전라북도 완주군 삼례읍 삼례리 195-16번지,127.08175,35.92115604
일산정공,중소기업,삭제기계/석제기계/산업용자동화설비기계,전라북도 완주군 용진읍 구억리 762-3번지,127.1585878,35.87795173
일진하이솔루스(주),중소기업,수소저장 시스템 제조 시험평가,전라북도 완주군 봉동읍 둔산리 926-12,127.1301378,35.95698035
일진하이솔루스(주),중소기업,cng/ 수소저장연료탱크,전라북도 완주군 봉동읍 장구리 650,127.107955,35.97024038
자연과사람,중소기업,사무용가구/ 주방가구/ 목재가구,전라북도 완주군 상관면 신리 75-1,127.2200109,35.75014869
장인기업,중소기업,상용트럭부품,전라북도 완주군 봉동읍 용암리 850-1 번지,127.1329124,35.93798672
재주시스템,중소기업,플라스틱 창호,전라북도 완주군 이서면 상개리 54-8번지,127.0462499,35.82313667
전북생강농업협동조합,중소기업,생강가루,전라북도 완주군 고산면 남봉리 496-1번지,127.1866099,35.96539342
전주김제완주축산업협동조합 완주자원순환센터,중소기업,사료,전라북도 완주군 화산면 운곡리 420-1번지,127.1890443,36.0576612
전주린넨,중소기업,매트리스 커버,전라북도 완주군 소양면 해월리 513-1,127.2546611,35.85898287
전주이강주 2공장,중소기업,과실주,전라북도 완주군 소양면 명덕리 806-61번지 ,127.2141826,35.88958531
정가,중소기업,금형/기계가공품,전라북도 완주군 봉동읍 용암리 802-5번지,127.1292634,35.94474579
정성유통,중소기업,부채살,전라북도 완주군 봉동읍 구암리 806-6번지,127.1083739,35.9515803
정우정공(주),중소기업,특장차/ 트레일러,전라북도 완주군 봉동읍 둔산리 926-5번지,127.1280027,35.95599705
정우정공주식회사,중소기업,특장차/ 트레일러,전라북도 완주군 봉동읍 장구리 583-12번지,127.1136911,35.96899165
정우특장차(주),중소기업,특장차,전라북도 완주군 봉동읍 둔산리 926-8번지,127.1289988,35.95599581
제너럴바이오(주),중소기업,건강기능 식품,전라북도 완주군 경천면 용복리 59번지,127.2632296,36.04549309
제이에스,중소기업,태양광 구조물,전라북도 완주군 봉동읍 용암리 802-4번지,127.1285458,35.94473754
제이테크,중소기업,자동차 부품,전라북도 완주군 봉동읍 둔산리 868-11번지,127.1156159,35.96124015
제일정보기술(주),중소기업,영상감지장치/CCTV/LED안내표지판/ 원격자동검침시스템,전라북도 완주군 용진읍 상운리 237-3번지,127.1550852,35.88587667
제일콘크리트공업(주),중소기업,레미콘,전라북도 완주군 이서면 이문리 485-4번지,127.0005512,35.82487716
젠 ZEN,중소기업,현관 중문 등,전라북도 완주군 삼례읍 하리 107-1번지,127.1071778,35.90702198
조형더존샷시,중소기업,금속문및 창호제품,전라북도 완주군 이서면 상개리 54-13번지,127.0456195,35.82313871
좋은테크,중소기업,수소전기차 조립지그,전라북도 완주군 봉동읍 장구리 587-1 5동,127.1119932,35.96782235
주식회사 경안테크,중소기업,납골안치단,전라북도 완주군 봉동읍 둔산리 852-7,127.1224509,35.96859568
주식회사 광성,중소기업,공산품마스크,전라북도 완주군 소양면 명덕리 1468-5,127.1981922,35.85996485
주식회사 나인텍,중소기업,캠핑카,전라북도 완주군 봉동읍 장구리 673-2,127.108974,35.96534817
주식회사 디에스,중소기업,자동차부품,전라북도 완주군 봉동읍 둔산리 948-25번지,127.1221654,35.95123495
주식회사 디자인밸리,중소기업,옥외광고물/ 조형물/ 가구/ 버스정류장/ 금속구조물,전라북도 완주군 소양면 화심리 394,127.2655925,35.82704461
주식회사 로빈이엔지,중소기업,타이로드/ 링크로드/ 새들,전라북도 완주군 봉동읍 용암리 802-13,127.1300118,35.94433933
주식회사 모멘트,중소기업,조명식 표지판/ 교통시설물,"전라북도 완주군 봉동읍 둔산리 864-9 (재)전북테크노파크 전북과학기술진흥센터 연구동 110,116호",127.1192336,35.96483859
주식회사 모빌플러스,중소기업,SMC천장재/ 월풀욕조,전라북도 완주군 봉동읍 둔산리 298-1,127.1284666,35.96813102
주식회사 모스,중소기업,천연이끼 패널/ 전시용 모형/ 광고형 조형물/ 목재 틀/ 가구 및 실내장식 소품,전라북도 완주군 용진읍 상운리 238-1,127.1556633,35.88518061
주식회사 몰드,중소기업,자돛차부품 및 금형,전라북도 완주군 봉동읍 장구리 668-1,127.1103128,35.96444778
주식회사 미디아,중소기업,스피커,전라북도 완주군 이서면 용서리 175-5 1동 102호,127.0176873,35.8270926
주식회사 미성,중소기업,자동차 부품/ 농기계 부품,전라북도 완주군 봉동읍 장구리 56-8번지 주식회사송레이저,127.1250771,35.97493687
주식회사 삼광에너지,중소기업,전동기 발전시설,전라북도 완주군 이서면 금평리 687-5,127.0533805,35.8211933
주식회사 삼영메탈,중소기업,자동차 부품/ 농기계 부품,전라북도 완주군 봉동읍 둔산리 852-3번지,127.1216869,35.96843062
주식회사 새눈,중소기업,NVR/ 전광판 등,전라북도 완주군 이서면 이문리 711번지 전북대학교창업보육3센터 2동 203호,127.0143447,35.82182536
주식회사 새눈,중소기업,NE-NVRS(서버)/ N-IL701(카메라)/ 차량인식기,전라북도 완주군 삼례읍 수계리 1390,127.1203089,35.93884475
주식회사 샤인라이트,중소기업,LED조명등/ LED수중등/ LED 경관조명등,전라북도 완주군 용진읍 상운리 323-1,127.1526795,35.89009282
주식회사 서원테크,중소기업,수동미션  플라이 휠,전라북도 완주군 삼례읍 수계리 1414,127.1164622,35.93837467
주식회사 성도애드기획,중소기업,간판,전라북도 완주군 소양면 해월리 83-5,127.2570366,35.87653255
주식회사 성심하우징,중소기업,컨테이너 하우스,전라북도 완주군 삼례읍 수계리 1363,127.118518,35.93678359
주식회사 세강산업,중소기업,냉장 및 냉동장비,전라북도 완주군 용진읍 신지리 292,127.1756406,35.93707157
주식회사 세신테크,중소기업,자동차부품외,전라북도 완주군 봉동읍 둔산리 924-27번지 주식회사 세신테크,127.1336915,35.95622544
주식회사 수한이엔지,중소기업,금속기둥/ 금속기둥표지판,전라북도 완주군 봉동읍 장구리 587-1 4동,127.1119932,35.96782235
주식회사 씨스원,중소기업,인터랙티브 화이트보드,전라북도 완주군 소양면 해월리 828,127.255524,35.85794802
주식회사 아이엠이앤씨,중소기업,금속 주조 및 압연기,전라북도 완주군 봉동읍 둔산리 931-11번지,127.1181114,35.95801948
주식회사 에스모터스,중소기업,스프린터 미니버스,전라북도 완주군 봉동읍 장구리 579-5번지,127.1232758,35.97330641
주식회사 에코하이텍,중소기업,수술용 마스크,전라북도 완주군 운주면 장선리 269-1,127.2803226,36.08393313
주식회사 엠컨트롤,중소기업,배전반 및 자동제어반,전라북도 완주군 삼례읍 신금리 271-1번지,127.0962698,35.92622595
주식회사 우수컨버팅,중소기업,베이비 위생용 물티슈,전라북도 완주군 봉동읍 장구리 576-1번지,127.1202708,35.97744181
주식회사 유성씨앤씨,중소기업,구내방송장치/ 영상감시장치,전라북도 완주군 삼례읍 후정리 263-4번지 삼례유진청하아파트 상가6호,127.0666207,35.90787155
주식회사 이그린,중소기업,방초매트(부직포),전라북도 완주군 용진읍 구억리 527번지,127.1649534,35.86601833
주식회사 이앤알랩,중소기업,화장품,전라북도 완주군 봉동읍 둔산리 863-7번지,127.1160671,35.96426878
주식회사 이화씨오알,중소기업,선반/ 의자/ 책상 등,전라북도 완주군 구이면 두현리 221-1 2호,127.118514,35.7487168
주식회사 진민푸드,중소기업,소고기/ 돼지고기  포장육,전라북도 완주군 용진읍 구억리 107-2번지,127.1731996,35.8758712
주식회사 코아,중소기업,분말스프,전라북도 완주군 이서면 이문리 711-0 전북대학교창업보육3센터,127.0143447,35.82182536
주식회사 크리스탈엔씨,중소기업,재생섬유소 및 그 유도체,전라북도 완주군 봉동읍 용암리 821번지 한국씨엔씨,127.1221587,35.94265946
주식회사 타라모빌,중소기업,캠핑카,전라북도 완주군 봉동읍 구암리 806,127.1088486,35.95174434
주식회사 태왕,중소기업,저장탱크,전라북도 완주군 비봉면 봉산리 603-2번지,127.1570964,35.97859843
주식회사 푸드몬스터,중소기업,도시락/ 샐러드,전라북도 완주군 용진읍 구억리 107-2,127.1731996,35.8758712
주식회사 프리모바이오텍,중소기업,법제유황/ 공진면역단,"전라북도 완주군 봉동읍 둔산리 864-9 전북테크노파크 전북과학기술진흥센터 207호, 208호",127.1192336,35.96483859
주식회사 하치노다카라코리아,중소기업,프로폴리스,전라북도 완주군 봉동읍 둔산리 863-3번지,127.116388,35.96194597
주식회사 한독엘리베이터,중소기업,엘리베이터(승강기),전라북도 완주군 삼례읍 신금리 389-120번지,127.0905163,35.92294566
주식회사 현대에버다임,중소기업,함마/ 비트,전라북도 완주군 봉동읍 용암리 764-2번지,127.140197,35.95306458
주식회사 홍석,중소기업,cctv폴/ 함체,전라북도 완주군 봉동읍 장구리 584-5,127.1159638,35.96594302
주식회사 휴닛,중소기업,떡갈비,전라북도 완주군 구이면 계곡리 144-0,127.1158387,35.69104013
주식회사딕누리,중소기업,난간(계단손잡이 및 울타리),전라북도 완주군 삼례읍 석전리 34-27번지,127.1126229,35.9350687
주원산업,중소기업,상용차 가드/ 게이트 제작,전라북도 완주군 봉동읍 둔산리 926-19번지,127.1279343,35.95785575
주현테크(주),중소기업,자동차 부품,전라북도 완주군 봉동읍 장구리 578-9 주현테크 주식회사,127.1188699,35.97201884
중앙 B&A,중소기업,무늬합판,전라북도 완주군 삼례읍 삼례리 962-28번지,127.0723015,35.91513385
지구이엠비,중소기업,건조시/ 탈수기/ 식품기계 등,전라북도 완주군 봉동읍 용암리 767-9,127.1410452,35.95082842
지앤앱(주),중소기업,혼합곡물,전라북도 완주군 이서면 이문리 711번지,127.0143447,35.82182536
지엠테크,중소기업,INJECTION BED 등,전라북도 완주군 봉동읍 둔산리 868-10번지,127.1155984,35.96081388
지엠테크주식회사,중소기업,슬라이드 가이드 ,전라북도 완주군 봉동읍 둔산리 868-10번지,127.1155984,35.96081388
지티에이치알한국 유한회사,중소기업,리튬이온전지전해액,전라북도 완주군 봉동읍 둔산리 863-10,127.1164938,35.96325798
진성오피스,중소기업,목재도구및 가구제품,전라북도 완주군 이서면 상개리 223번지,127.0415717,35.81204169
참살이모악골 영농조합법인,중소기업,한방차(도라지/생강 등),전라북도 완주군 구이면 계곡리 181-9번지,127.1160976,35.68698042
천양피앤비(주),중소기업,한지,전라북도 완주군 소양면 해월리 289-8번지,127.2544602,35.87288094
청세 완주공장,중소기업,금속구조물/ 가로등주,전라북도 완주군 소양면 해월리 784-0,127.2569595,35.85520362
케이메탈(주),중소기업,사출기 부품,전라북도 완주군 봉동읍 둔산리 868-8번지,127.1155994,35.95996725
케이앤에이치솔라(주),중소기업,전기,전라북도 완주군 봉동읍 용암리 826번지,127.1321974,35.94288198
케이에프에스,중소기업,방화패드,전라북도 완주군 봉동읍 둔산리 779번지,127.1130994,35.96054102
케이인더스,중소기업,농업용 절단 블레이드/ 전투차량 감속기 케이스/ 락드릴 공구 등 18종,전라북도 완주군 봉동읍 둔산리 948-22,127.1235147,35.95328154
켐-필드,중소기업,렌즈모노머,전라북도 완주군 이서면 이문리 711번지,127.0143447,35.82182536
코비코테크(주),중소기업,상용차C/MEMBER/ AIR TANK/ CAB BRIDGE,전라북도 완주군 봉동읍 장구리 583-9번지,127.1159935,35.96757089
태극푸드,중소기업,한과,전라북도 완주군 구이면 평촌리 962-1번지,127.1530804,35.75217741
태농유직,중소기업,실고무줄띠,전라북도 완주군 이서면 은교리 386번지,127.0208196,35.81526116
태산,중소기업,함마,전라북도 완주군 봉동읍 용암리 764-2번지,127.140197,35.95306458
태양산업(주),중소기업,아스콘,전라북도 완주군 비봉면 봉산리 626번지,127.1554797,35.97956973
태영알미늄,중소기업,알루미늄 커튼월 시스템창호/ 세이프도어,전라북도 완주군 삼례읍 삼례리 762-3,127.0748229,35.90085168
테크원,중소기업,금형,전라북도 완주군 봉동읍 구암리 807-2번지,127.1088145,35.95022975
토탈키친,중소기업,업소용 씽크대/ 조리대,전라북도 완주군 삼례읍 삼례리 804-4번지,127.0762182,35.90172474
티오켐(주),중소기업,파인세라믹/ 고분자세라믹/ 페인트/ 부식방지제,전라북도 완주군 봉동읍 둔산리 868-5번지,127.1170107,35.9591727
평화기업,중소기업,교구/ 가구/ 사무용품,전라북도 완주군 구이면 항가리 851번지,127.1206737,35.70731733
푸른시스템창호,중소기업,PVC창호,전라북도 완주군 상관면 죽림리 216-1번지,127.2191903,35.74729218
핀아이원,중소기업,자동차 부품,전라북도 완주군 봉동읍 둔산리 863-15,127.1164899,35.96301294
하나산업개발,중소기업,컨테이너,전라북도 완주군 용진읍 운곡리 745-1번지,127.1714158,35.90346622
한국그린에너지(주),중소기업,금속 골조 구조재/ 리튬 이온 배터리,전라북도 완주군 봉동읍 장구리 584-2번지,127.113687,35.96476764
한국다보,중소기업,가정용도자기,전라북도 완주군 이서면 이성리 305번지,127.047306,35.79970705
한국엔지니어링,중소기업,공정자동화기기,전라북도 완주군 봉동읍 장구리 587-7번지,127.1121662,35.96435017
한국전통식품,중소기업,떡류,전라북도 완주군 이서면 이문리 711번지 전북대학교 창업보육센터 1동 211,127.0143447,35.82182536
한국차체(주)1공장,중소기업,적재함,전라북도 완주군 봉동읍 용암리 789-0번지 ,127.1406318,35.94758669
한국차체(주)2공장,중소기업,내장탑/ 냉동탑/ 특장차,전라북도 완주군 봉동읍 용암리 767-2,127.1402608,35.94999651
한국프라임제약(주),중소기업,완제 의약품,전라북도 완주군 봉동읍 둔산리 870-1번지,127.1175166,35.96145631
한국프라임제약(주) 3공장,중소기업,일반/ 기능성 화장품/ 태양광발전/ 식품,전라북도 완주군 봉동읍 둔산리 863-5번지,127.116883,35.96477863
한림기술 주식회사,중소기업,특장차(소방차)/ 도로관리장비,전라북도 완주군 봉동읍 둔산리 926-11 C동,127.1292964,35.95832429
한빛산업,중소기업,싱크대,전라북도 완주군 소양면 황운리 781번지,127.2321628,35.85412311
한솔FRP산업,중소기업,FRP물탱크,전라북도 완주군 소양면 화심리 463-1번지,127.2709425,35.83756745
한신차량(주),중소기업,산업용트럭 및 적하기,전라북도 완주군 이서면 은교리 652-63번지,127.0098306,35.81851854
한신페이퍼,중소기업,키친타올/화장지,전라북도 완주군 소양면 황운리 112-6번지,127.2476754,35.86735586
한울식품,중소기업,누룽지,전라북도 완주군 이서면 이문리 711번지,127.0143447,35.82182536
한일특장 주식회사,중소기업,,전라북도 완주군 봉동읍 장구리 668-2,127.1104018,35.96386766
한조산업(주),중소기업,자동차부품,전라북도 완주군 봉동읍 둔산리 868-6번지,127.1162877,35.95921306
협동조합 하루방아,중소기업,가래떡/ 떡국떡/ 떡볶이떡,전라북도 완주군 삼례읍 삼례리 962-66,127.0738421,35.91551946
협성엔지니어링,중소기업,버스프레임부품(찬넬류),전라북도 완주군 봉동읍 용암리 802-2번지,127.1293144,35.94510641
협성엔지니어링제2공장,중소기업,버스프레임관련부품,전라북도 완주군 봉동읍 용암리 802-9번지,127.1294596,35.94443005
형제레이저(주),중소기업,자동차부품,전라북도 완주군 봉동읍 둔산리 868-15번지,127.1155329,35.95877318
혜승테크,중소기업,자동차부품 연료탱크/엑셀샤후드,전라북도 완주군 봉동읍 둔산리 948-22번지,127.1235147,35.95328154
호호영농조합,중소기업,치즈,전라북도 완주군 화산면 화평리 82-1번지,127.2119807,36.04182374
화성금속(주),중소기업,자동차샤시(차체)부품,전라북도 완주군 봉동읍 용암리 850-3번지,127.1323977,35.93686308
화천산업,중소기업,건축용 창호,전라북도 완주군 이서면 상개리 54-21번지,127.0450583,35.82249452
흙영농조합법인,중소기업,부산물퇴비/ 톱밥,전라북도 완주군 고산면 서봉리 34-1번지,127.2060342,35.98159065
미원상사(주) 전주2공장,중소기업,화장품등의 원료/ 반도체/ LCD원료/ 도료/ 잉크원료,전라북도 완주군 봉동읍 둔산리 942-1번지,127.1205193,35.95321627
현대무벡스 주식회사,중소기업,승강장 스크린도어,전라북도 완주군 봉동읍 둔산리 948-2,127.1235962,35.95491892
(유)비알엠,중소기업,버스 차체부품/ 에어탱크/ 프레스금형,전라북도 완주군 봉동읍 둔산리 948-16번지,127.1241162,35.95245665
(주)골드밴,중소기업,냉동/ 냉장 탑차,전라북도 완주군 봉동읍 장구리 580-5,127.1210193,35.969989
(주)기광,중소기업,자동차 부품,전라북도 완주군 봉동읍 용암리 766번지,127.1399131,35.95205183
(주)기전금형 전북지점,중소기업,자동차용 프레스 금형,전라북도 완주군 봉동읍 장구리 580-6번지,127.1197623,35.96864823
(주)대광기업,중소기업,타이어금형/ 산업기계,전라북도 완주군 봉동읍 용암리 764번지 (완주산업단지),127.1404024,35.95462159
(주)대유에이피,중소기업,자동차부품(스티어링휠),전라북도 완주군 봉동읍 둔산리 870-5번지,127.1193693,35.95953926
(주)대유홀딩스 전주지점,중소기업,자동차용 알루미늄 휠 가공,전라북도 완주군 봉동읍 둔산리 926-12번지,127.1301378,35.95698035
